name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10025,2021-03-02,0.1,-6,-2.1,-2.3,-13.2,-7.8,-17,31.3,0,0,0,,0,2.4,58.8,35.9,294.7,1019.5,8.8,16,208.7,18.1,7,,2021-03-02T06:27:52,2021-03-02T17:48:36,0.57,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-03,10.7,0,5.5,10.7,-4.4,3.4,-8.1,37.5,0,0,0,,0,0.2,35.3,19.1,252.8,1012.3,15.3,16,202.9,17.6,7,,2021-03-03T06:26:19,2021-03-03T17:49:44,0.61,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-04,7,-2.1,4,7,-9,0.3,-7.5,43.8,0,0,0,,0,0,58.9,31.9,300.5,1010,42,16,130.8,11.2,7,,2021-03-04T06:24:45,2021-03-04T17:50:52,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-05,2.3,-4.9,-0.8,-2.1,-11.3,-6.5,-16.4,31.4,0,0,0,,0,0,59.7,30.3,294.8,1011.7,4.8,16,218.2,18.9,8,,2021-03-05T06:23:11,2021-03-05T17:51:59,0.72,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-06,1.2,-1.7,0,-1.7,-6.5,-4.3,-11.4,42.2,0,0,0,,0,0,44,31.2,298.6,1017.9,81.7,16,121.4,10.4,4,,2021-03-06T06:21:35,2021-03-06T17:53:06,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-07,4.5,-1.6,0.9,2.2,-6.8,-2.8,-11.3,40,0,0,0,,0,0,37.1,20.6,308,1025.9,32.5,16,217,18.8,8,,2021-03-07T06:20:00,2021-03-07T17:54:13,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-08,6.2,-3.2,1.7,5.8,-6.9,-0.8,-12.9,34.4,0,0,0,,0,0,27.7,17.2,297.4,1029.5,3.5,16,225.3,19.4,8,,2021-03-08T06:18:24,2021-03-08T17:55:20,0.88,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-09,17,5.5,10.9,17,1.7,9.8,-6.7,28.8,0,0,0,,0,0,38.9,20,273.5,1026.6,25.3,16,215.3,18.5,8,,2021-03-09T06:16:47,2021-03-09T17:56:26,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-10,12.2,5.2,8.4,12.2,3.4,7.2,-0.2,55.6,0,0,0,,0,0,29.5,16.8,112.1,1032.2,20,16,215.1,18.6,8,,2021-03-10T06:15:10,2021-03-10T17:57:32,0.96,Clear,Partly cloudy throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-11,21.4,7.1,13.8,21.4,7,13.6,4.6,59.2,0,0,0,,0,0,29.5,17.7,178.6,1023.1,15.4,11.8,199,17.2,7,,2021-03-11T06:13:33,2021-03-11T17:58:38,0.99,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-12,19.8,12.6,16.7,19.8,12.6,16.7,-1.8,31.7,0,0,0,,0,0,46.7,19.8,283.1,1017.4,28.6,16,179.3,15.7,7,,2021-03-12T06:11:55,2021-03-12T17:59:44,1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-13,11.6,0.7,6.1,11.6,-3.5,3.4,-12.7,25,0,0,0,,0,0,56.5,31.2,295.9,1022,2,16,230.8,20,8,,2021-03-13T06:10:17,2021-03-13T18:00:49,0,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-14,10.6,0.7,6.6,10.6,-4.9,3.6,-10.3,29,0,0,0,,0,0,63.8,43.9,293.5,1015.9,24.8,16,240.9,19.9,8,,2021-03-14T07:08:38,2021-03-14T19:01:55,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-15,3.4,-4.3,-0.4,-0.2,-12.1,-5.4,-20,22.6,0,0,0,,0,0,55.7,41.7,315.3,1025.4,8,16,241.3,20.8,8,,2021-03-15T07:07:00,2021-03-15T19:03:00,0.02,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-16,2.6,-1.7,0.4,2.6,-6.5,-1.9,-12.5,39.7,0.05,100,8.33,rain,0,0,,15.8,72.6,1025.3,58.2,16,60.8,5.3,3,,2021-03-16T07:05:21,2021-03-16T19:04:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-17,7.9,1.2,4.7,7.9,-2.2,3.2,-0.1,71.1,0,0,0,,0,0,,12.8,68.4,1021.5,100,15.8,86.5,7.6,4,,2021-03-17T07:03:42,2021-03-17T19:05:09,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-18,8.1,6.2,7.2,8.1,2.1,5.6,4.8,85,14.2,100,54.17,rain,0,0,37.4,24.7,42.8,1013.9,100,10.2,20.6,1.8,1,,2021-03-18T07:02:02,2021-03-18T19:06:14,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-19,6.2,-0.6,3.3,2.9,-6.1,-1.1,-11.3,36.9,2.33,100,20.83,rain,0,0,54.2,34.7,15.1,1020.7,29.1,15.2,240,20.7,8,,2021-03-19T07:00:23,2021-03-19T19:07:18,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-20,14.4,0.7,7.1,14.4,-2.7,6.2,-9.5,31.1,0,0,0,,0,0,27.7,13.2,321.1,1033,0.8,16,252.3,21.6,8,,2021-03-20T06:58:43,2021-03-20T19:08:22,0.2,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-21,17,5.5,10.8,17,3.9,10.7,-6.1,32.4,0,0,0,,0,0,,13.4,72.6,1033.3,2.3,16,254.4,21.9,9,,2021-03-21T06:57:04,2021-03-21T19:09:26,0.24,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-22,16.1,5.6,9.9,16.1,4.6,9.4,0,53.8,0,0,0,,0,0,,12.7,74.6,1029.2,1.1,15.3,248.9,21.3,8,,2021-03-22T06:55:24,2021-03-22T19:10:30,0.29,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-23,17.9,5.9,11.2,17.9,4.1,10.6,4.7,66.4,0,0,0,,0,0,,13.6,69.6,1025.4,26.3,13.9,232.6,20.2,8,,2021-03-23T06:53:44,2021-03-23T19:11:34,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-24,12.5,8.5,10.2,12.5,7.2,9.5,7,81.4,31.82,100,37.5,rain,0,0,55.4,12.7,67.3,1021.2,77.5,11.9,66.1,5.8,2,,2021-03-24T06:52:05,2021-03-24T19:12:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-25,19.3,9.7,13.8,19.3,8.6,13.7,11.2,85,0.36,100,16.67,rain,0,0,25.9,14.2,271.3,1017.1,76,7.9,129.6,11,5,,2021-03-25T06:50:25,2021-03-25T19:13:41,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-26,27.2,11.2,17.2,26.6,11.2,17.1,9,65.4,4.34,100,16.67,rain,0,0,67.5,32,214.6,1008.2,57.9,11.8,170.7,14.7,8,,2021-03-26T06:48:45,2021-03-26T19:14:45,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-27,19.9,10.6,14.2,19.9,10.6,14.2,3.7,50,0,0,0,,0,0,48.6,22.3,221.2,1018.9,8.7,16,230,19.9,8,,2021-03-27T06:47:06,2021-03-27T19:15:48,0.49,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-28,14.9,9.2,12.3,14.9,7.3,12,9.2,82.3,18.55,100,45.83,rain,0,0,53.6,22.2,100.2,1008.2,80.8,11,29.8,2.6,2,,2021-03-28T06:45:26,2021-03-28T19:16:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-29,12.9,7.2,9.8,12.9,2.9,8.2,-4.7,36.9,0.08,100,4.17,rain,0,0,59.2,31.6,237.6,1014.1,40,16,251.9,21.7,9,,2021-03-29T06:43:47,2021-03-29T19:17:55,0.51,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-03-30,15.5,5.9,10.3,15.5,3.8,10.1,-1.8,44.1,0,0,0,,0,0,44.6,25.6,121.8,1027.5,3.1,16,270.2,23.3,9,,2021-03-30T06:42:08,2021-03-30T19:18:58,0.53,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-03-31,18.7,9.9,13.8,18.7,8.4,13.7,9.8,77.9,7.84,100,37.5,rain,0,0,46.1,27.6,123,1018.2,69,13.6,77.8,6.9,3,,2021-03-31T06:40:29,2021-03-31T19:20:01,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-01,14.3,4.4,8,14.3,0.4,5.5,0.6,62.8,2.02,100,33.33,rain,0,0,51.2,33.3,259.6,1010.3,95.3,14.4,126.7,10.8,7,,2021-04-01T06:38:51,2021-04-01T19:21:04,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-02,3.8,-2.1,1.4,0.4,-8.8,-3.1,-11,39.8,0,0,0,,0,0,49.7,27.8,268.6,1021.1,70.2,16,146.8,12.5,5,,2021-04-02T06:37:12,2021-04-02T19:22:07,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-03,11.7,0.1,5.5,11.7,-3.8,3.5,-12.5,27.6,0,0,0,,0,0,37.1,15.7,273.6,1025.6,5.4,16,280.4,24.3,9,,2021-04-03T06:35:34,2021-04-03T19:23:11,0.7,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-04,18,7.8,11.9,18,6.4,11.5,-4.4,32.9,0,0,0,,0,0,37.1,16,295.9,1018.2,54.1,16,196.4,16.8,8,,2021-04-04T06:33:57,2021-04-04T19:24:14,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-05,19.9,8.8,14.1,19.9,6.5,13.6,-6,27.2,0,0,0,,0,0,53.6,31.4,286,1013.7,2.5,16,279.5,24.1,9,,2021-04-05T06:32:20,2021-04-05T19:25:17,0.81,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-06,20.5,8.4,14.3,20.5,5.8,13.8,-8.4,22.8,0,0,0,,0,0,37.1,23.5,309.1,1013.8,3.5,16,287.7,24.7,9,,2021-04-06T06:30:43,2021-04-06T19:26:20,0.86,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-07,22,10.6,15,22,10.6,15,0,37,0,0,0,,0,0,,13.5,62.5,1015.3,15.9,16,230.2,19.8,9,,2021-04-07T06:29:06,2021-04-07T19:27:23,0.91,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-08,20.5,9.8,14.3,20.5,9.8,14.3,4,51.4,0,0,0,,0,0,31.7,14.7,124.7,1018.9,3.4,16,275.1,23.6,9,,2021-04-08T06:27:30,2021-04-08T19:28:26,0.94,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-09,14.7,9.2,11.1,14.7,8.3,10.9,6.5,73.8,0.25,100,4.17,rain,0,0,27.7,16.9,115.6,1021,52.7,15.8,179.8,15.5,7,,2021-04-09T06:25:55,2021-04-09T19:29:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-10,19.3,10.5,14.5,19.3,10.5,14.5,9.6,73.4,0.24,100,8.33,rain,0,0,,13.9,110.5,1014.9,66.5,15.3,167.7,14.4,8,,2021-04-10T06:24:20,2021-04-10T19:30:32,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-11,13.2,8.8,12,13.2,6.2,11.7,10.8,92,10.05,100,54.17,rain,0,0,45.6,23.1,20.2,1004.1,76.1,5.2,44.2,3.8,1,,2021-04-11T06:22:45,2021-04-11T19:31:35,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-12,10.5,7.3,8.6,10.5,4.3,6.6,5.1,79.8,11.97,100,62.5,rain,0,0,42.8,24,14.2,1008.5,100,11.3,36.4,3,1,,2021-04-12T06:21:11,2021-04-12T19:32:38,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-13,17.9,6.7,12,17.9,5.2,11.4,4,61.5,3.03,100,20.83,rain,0,0,29.5,14.5,4.9,1016.5,49.7,15.3,256.6,22.2,9,,2021-04-13T06:19:38,2021-04-13T19:33:41,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-14,21.6,9.2,14.9,21.6,8.8,14.9,6.4,59.7,0,0,0,,0,0,29.9,21.1,229.2,1015.6,47.1,16,190.4,16.5,8,,2021-04-14T06:18:05,2021-04-14T19:34:44,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-15,15.1,8.3,11.5,15.1,6.6,11,8.8,84,20.92,100,45.83,rain,0,0,,17.9,33.5,1007,99.4,11.3,39.1,3.4,2,,2021-04-15T06:16:33,2021-04-15T19:35:47,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-16,10.7,5.1,7.8,10.7,2.7,6.1,2.4,69.6,1.13,100,25,rain,0,0,45.9,25.5,276,1004.1,82.6,15.2,143.5,12.2,6,,2021-04-16T06:15:02,2021-04-16T19:36:51,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-17,12.7,6.1,9.6,12.7,4,8.8,1.3,57.9,0,0,0,,0,0,33.5,16.6,305.3,1007.8,96.3,16,148.1,12.7,6,,2021-04-17T06:13:31,2021-04-17T19:37:54,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-18,16.2,9.4,13,16.2,8.1,12.8,2.1,48.3,0,0,0,,0,0,,11.6,258.5,1009.9,85,16,168.6,14.4,7,,2021-04-18T06:12:02,2021-04-18T19:38:57,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-19,17.2,11.5,14.7,17.2,11.5,14.7,3,46,0,0,0,,0,0,36.5,16.7,161.7,1010.4,50.4,16,193.1,16.5,8,,2021-04-19T06:10:33,2021-04-19T19:40:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-20,24.1,11.4,17.2,24.1,11.4,17.2,4.5,46.2,0,0,0,,0,0,47.3,24.2,219.2,1012,7.1,16,276.8,23.9,9,,2021-04-20T06:09:05,2021-04-20T19:41:03,0.26,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-21,19.9,4.4,13,19.9,0.1,11.9,3.5,52.7,3.1,100,12.5,rain,0,0,56.6,32.9,229.4,1005.9,58.1,16,166,14.2,10,,2021-04-21T06:07:37,2021-04-21T19:42:06,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-22,8.4,2.2,5.3,5.9,-2.9,1.5,-8.3,37.6,0,0,0,,0,0,58.1,31.5,266.6,1010.4,63,16,202.3,17.5,7,,2021-04-22T06:06:11,2021-04-22T19:43:09,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-23,17.3,3.9,10.8,17.3,0.4,9.4,-6.5,31,0,0,0,,0,0,48.1,22.8,298,1014.5,16.8,16,309,26.6,9,,2021-04-23T06:04:45,2021-04-23T19:44:13,0.41,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-24,21.6,11.1,15.9,21.6,11.1,15.9,-1.8,30.6,0,0,0,,0,0,50,15.5,242.2,1014.4,15.4,16,265,22.8,9,,2021-04-24T06:03:21,2021-04-24T19:45:16,0.45,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-25,16.8,9.4,13.2,16.8,7.7,13,5.9,64.6,14.79,100,37.5,rain,0,0,40.7,15.6,357.3,1007.1,81.2,12.4,125.4,10.9,5,,2021-04-25T06:01:57,2021-04-25T19:46:19,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-26,15.5,5.1,10.8,15.5,1.6,9.6,-4.9,35.8,0,0,0,,0,0,46.9,27.6,321.2,1015.4,2.6,16,317.6,27.3,10,,2021-04-26T06:00:35,2021-04-26T19:47:22,0.5,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-27,17,8.4,12.5,17,7.7,12.5,-3.9,32.8,0,0,0,,0,0,,15.3,192.8,1017.3,29.5,16,225.5,19.4,9,,2021-04-27T05:59:13,2021-04-27T19:48:24,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-28,28.4,11,17.9,27.5,11,17.8,8.6,57,1.12,100,8.33,rain,0,0,38,14.6,73.8,1010.3,19.4,15.4,262.9,22.5,9,,2021-04-28T05:57:53,2021-04-28T19:49:27,0.52,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-04-29,23.3,15.6,19.6,23.3,15.6,19.6,14.3,71.8,0.42,100,4.17,rain,0,0,85,19.2,236.6,1004.8,84.2,14,86.3,7.6,3,,2021-04-29T05:56:33,2021-04-29T19:50:30,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-04-30,21.7,10.5,17.2,21.7,10.5,17.2,5.3,47.7,0.74,100,4.17,rain,0,0,61.5,30.3,298.1,998.1,82,16,199.5,17.2,8,,2021-04-30T05:55:15,2021-04-30T19:51:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-01,17.8,6.1,11.7,17.8,1.8,10,-3.7,36.9,0,0,0,,0,0,60,32.1,308.6,1010.3,13.6,16,321.3,27.8,10,,2021-05-01T05:53:58,2021-05-01T19:52:35,0.63,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-02,27.3,13.8,19.5,26.6,13.8,19.4,3.6,35.5,0,0,0,,0,0,37.7,22.9,238.6,1007.5,37.3,16,222.9,19.3,9,,2021-05-02T05:52:43,2021-05-02T19:53:37,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-03,18.1,11.7,15.9,18.1,11.7,15.9,9.2,65.6,5.2,100,16.67,rain,0,0,,16.5,64.1,1010.3,62.7,15.5,92.6,7.9,4,,2021-05-03T05:51:28,2021-05-03T19:54:40,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-04,21.4,11.1,15.2,21.4,11.1,15.2,11.7,80.9,15.13,100,20.83,rain,0,0,31.7,18.5,92.8,1007,80.6,11.9,189.6,16.2,8,,2021-05-04T05:50:15,2021-05-04T19:55:42,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-05-05,16.2,11.6,12.8,16.2,11.6,12.8,10.7,87.3,8.15,100,41.67,rain,0,0,42.2,27,42.4,1006.6,98.7,9.1,63.8,5.7,3,,2021-05-05T05:49:03,2021-05-05T19:56:43,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,D8219,72503014732"
10025,2021-05-06,18.8,10.1,14.3,18.8,10.1,14.3,1.5,44.8,0,0,0,,0,0,43.1,24.1,320.4,1012.6,8.3,16,310.3,26.9,10,,2021-05-06T05:47:52,2021-05-06T19:57:45,0.89,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-07,17.7,10,13.9,17.7,9.1,13.8,1.1,42.8,0,0,0,,0,0,33.5,13.9,72.1,1012.5,20.8,16,254.4,21.9,9,,2021-05-07T05:46:43,2021-05-07T19:58:46,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-08,12.1,10,10.7,12.1,8.9,10.7,4.6,66.7,1.5,100,33.33,rain,0,0,29.5,15.7,91.5,1011.5,91.5,15.7,91,7.8,4,,2021-05-08T05:45:35,2021-05-08T19:59:47,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-09,17.2,8.2,11,17.2,6.6,10.2,5.2,69.9,10.39,100,33.33,rain,0,0,38.9,18.3,267.8,1015.8,44.3,13.7,192.6,16.5,8,,2021-05-09T05:44:29,2021-05-09T20:00:48,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-10,15,8.4,11.6,15,6.5,11,6.4,72.3,2.42,100,20.83,rain,0,0,29.5,15.1,348.7,1011.5,86.4,14.4,132.8,11.6,6,,2021-05-10T05:43:24,2021-05-10T20:01:48,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-05-11,18.8,10.1,14,18.8,10.1,14,1,43.8,0,0,0,,0,0,50.2,21.8,301.4,1016.5,41.7,16,255.7,22.1,9,,2021-05-11T05:42:20,2021-05-11T20:02:48,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-12,19.2,8.3,13.9,19.2,6.4,13.4,-0.8,37.6,0,0,0,,0,0,47.9,29.4,326.2,1020.5,26.4,16,311,26.8,10,,2021-05-12T05:41:18,2021-05-12T20:03:48,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-05-13,21.2,10.7,16,21.2,10.7,16,-0.5,33.9,0,0,0,,0,0,27.7,15.3,328.7,1022.3,13.1,16,294.6,25.3,9,,2021-05-13T05:40:18,2021-05-13T20:04:47,0.01,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2021-05-14,24.2,11.2,18,24.2,11.2,18,0.4,33,0,0,0,,0,0,35.3,14.9,238.2,1022.5,2.6,16,332.8,28.5,10,,2021-05-14T05:39:19,2021-05-14T20:05:46,0.03,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
10025,2021-05-15,25.4,13.3,19.5,25.4,13.3,19.5,1.5,31.1,0,0,0,,0,0,37.1,20,217.5,1023.1,20.1,16,311.2,26.8,10,,2021-05-15T05:38:22,2021-05-15T20:06:44,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F8726,KNYC,F1417,72503014732"
