name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
10025,2018-07-31,27.3,20.2,23.4,28.4,20.2,23.5,18,72.7,0,0,0,,0,0,33.5,17.7,143.7,1019.9,24.2,15.4,232.4,20.1,8,,2018-07-31T05:51:22,2018-07-31T20:12:33,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-01,29,23.5,26.1,33,23.5,27.7,22.5,81.2,2.81,100,37.5,rain,0,0,42.5,25.2,182.4,1017,80.4,14.5,182,15.7,8,,2018-08-01T05:52:19,2018-08-01T20:11:28,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-02,29.6,24.5,27,32.9,24.5,28.7,21.8,73.4,11.47,100,12.5,rain,0,0,44.6,13.1,237.9,1018.4,47.5,15.4,199.1,17.1,7,,2018-08-02T05:53:16,2018-08-02T20:10:22,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-03,27.3,23.1,25.2,30.8,23.1,25.4,22.8,86.7,6.25,100,20.83,rain,0,0,53.6,10.9,205.8,1020.3,59.2,14.5,165.3,14.2,7,,2018-08-03T05:54:14,2018-08-03T20:09:15,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-04,29.2,22.9,25.9,31,22.9,26.6,21.6,78.6,20.29,100,25,rain,0,0,,13,271.9,1018.4,66.3,14.5,167.2,14.5,8,,2018-08-04T05:55:12,2018-08-04T20:08:05,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-05,32,23.5,28.1,33.2,23.5,29,19.4,60.6,0,0,0,,0,0,,11.8,301.5,1019.9,9.9,16,285.3,24.7,9,,2018-08-05T05:56:10,2018-08-05T20:06:55,0.79,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-06,33.2,25.7,29.3,36.3,25.7,31.5,21.1,62,0,0,0,,0,0,33.5,14.1,255.1,1017.8,14.8,13.8,231.3,20,8,,2018-08-06T05:57:08,2018-08-06T20:05:43,0.85,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-07,31.3,23.8,27.6,36.7,23.8,30,22.8,75.8,0.68,100,8.33,rain,0,0,58.3,20.3,205.6,1014.5,40.4,12.4,230.7,19.9,9,,2018-08-07T05:58:06,2018-08-07T20:04:30,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-08,31.8,24.4,27.8,35.8,24.4,29.6,21.7,70.1,0,0,0,,0,0,35.3,14.1,215.4,1011.4,17.3,15.7,263.1,22.7,9,,2018-08-08T05:59:05,2018-08-08T20:03:15,0.94,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-09,30.3,23.5,27.2,31.7,23.5,28,19.9,66.8,14.84,100,16.67,rain,0,0,59,20.9,316.9,1008.8,34.2,14.1,262.1,22.8,9,,2018-08-09T06:00:04,2018-08-09T20:02:00,0.98,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-10,30.3,22.5,26.4,31.3,22.5,26.9,17.4,58.1,0,0,0,,0,0,31.7,13.7,301.5,1011.6,26.2,14.9,208.7,18,8,,2018-08-10T06:01:03,2018-08-10T20:00:43,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-11,26.8,21.4,23.4,28,21.4,23.5,21.3,88.5,68.94,100,58.33,rain,0,0,,8.8,49.6,1013.6,88.6,9.9,77.5,6.8,3,,2018-08-11T06:02:02,2018-08-11T19:59:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-12,28.3,22.3,24.9,30.5,22.3,25.4,21.5,82.3,0,0,0,,0,0,,14.1,46,1016.2,67.7,12.9,219.5,19.1,8,,2018-08-12T06:03:01,2018-08-12T19:58:05,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-13,25,21.8,23,25,21.8,23,21.5,91.2,17.38,100,41.67,rain,0,0,37.1,22,52.1,1014.9,97.3,12,52.5,4.6,3,,2018-08-13T06:04:00,2018-08-13T19:56:44,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-14,27.6,22.2,23.6,29.1,22.2,23.7,20.9,85.6,17.66,100,12.5,rain,0,0,37.1,18.4,234,1011,47.6,11.2,180.8,15.7,7,,2018-08-14T06:04:59,2018-08-14T19:55:23,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-15,29.8,21.3,25.9,30.8,21.3,26.6,19.1,68,0,0,0,,0,0,31.7,17.7,279.6,1012.3,25.2,15.3,268.1,23,9,,2018-08-15T06:05:58,2018-08-15T19:54:00,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-16,31,24.5,28.1,32.8,24.5,29.2,19.9,62,0,0,0,,0,0,29.5,12.7,287.6,1016.9,8,13.2,238.8,20.4,8,,2018-08-16T06:06:57,2018-08-16T19:52:36,0.16,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-17,30.3,23.1,27.8,34.3,23.1,30.3,22.1,71.5,4.93,100,16.67,rain,0,0,60.8,22.7,212.2,1016.5,28,12.4,190.1,16.2,7,,2018-08-17T06:07:56,2018-08-17T19:51:11,0.21,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-18,29.1,22.3,25,33,22.3,25.7,21.9,83.8,22.29,100,41.67,rain,0,0,48.1,20.9,275.8,1010.5,61.2,12.6,175.7,15.2,6,,2018-08-18T06:08:56,2018-08-18T19:49:45,0.26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-19,22.4,20.2,21.6,22.4,20.2,21.6,18,80.2,0.91,100,25,rain,0,0,42.5,23.1,46.7,1014.7,99.2,14.9,52,4.5,2,,2018-08-19T06:09:55,2018-08-19T19:48:18,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-20,23.1,20.1,21.4,23.1,20.1,21.4,17.1,76.5,0,0,0,,0,0,38.9,22,59.9,1020,95.8,15.4,73.8,6.4,2,,2018-08-20T06:10:54,2018-08-20T19:46:50,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-21,25.2,19,22.3,25.2,19,22.3,17.7,75.7,0.27,100,4.17,rain,0,0,,19,124.5,1017.7,67.5,16,210.2,18.2,8,,2018-08-21T06:11:53,2018-08-21T19:45:22,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-22,27.6,22.1,24.5,28.9,22.1,24.7,19.4,75.4,20.4,100,25,rain,0,0,46.9,19.7,263.4,1006.9,67.5,13.7,276.4,23.9,9,,2018-08-22T06:12:53,2018-08-22T19:43:52,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-23,25.2,18.9,22.4,25.2,18.9,22.4,12.7,56.2,0.05,100,8.33,rain,0,0,35.3,20.9,322.5,1014.1,33.3,16,270,23.3,9,,2018-08-23T06:13:52,2018-08-23T19:42:21,0.46,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-24,27,18.6,23.1,27.4,18.6,23.1,13.6,56.2,0,0,0,,0,0,,11.6,258.8,1022.2,3.2,16,262.4,23,9,,2018-08-24T06:14:51,2018-08-24T19:40:50,0.48,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-25,26.2,20.7,23,26.2,20.7,23,14.7,59.9,0,0,0,,0,0,27.7,14.8,183.5,1024.5,11.1,16,249.1,21.5,8,,2018-08-25T06:15:50,2018-08-25T19:39:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-26,28,20.7,24.5,29.6,20.7,25.1,17.6,65.8,0,0,0,,0,0,35.3,12.6,230.8,1020.1,40.6,16,211.7,18.1,8,,2018-08-26T06:16:49,2018-08-26T19:37:45,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-27,30.6,23.4,27.3,33.6,23.4,28.7,20.7,67.9,0,0,0,,0,0,27.7,9.2,259.7,1017.9,12.9,14,206.8,17.7,8,,2018-08-27T06:17:48,2018-08-27T19:36:12,0.51,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-28,34.1,26.2,30.2,38.3,26.2,33.3,22.1,63.3,0,0,0,,0,0,38.9,22.1,256.6,1016.6,9.1,12.5,242.6,21,8,,2018-08-28T06:18:47,2018-08-28T19:34:38,0.52,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-29,33.3,27.3,30.6,37.4,30,33.8,21.9,60.8,0,0,0,,0,0,37.1,25.4,250.9,1015,4.7,14.6,230.1,19.8,8,,2018-08-29T06:19:46,2018-08-29T19:33:03,0.54,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-30,31.3,26.3,28.8,33.4,26.3,30.8,20.5,61.4,0,0,0,,0,0,29.6,22.1,325.9,1016.1,14.7,15.7,225.6,19.5,8,,2018-08-30T06:20:45,2018-08-30T19:31:27,0.58,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-08-31,26.2,21.1,23.3,26.2,21.1,23.3,18,72.7,0.86,100,16.67,rain,0,0,44.6,20.9,69.8,1023.8,93.5,15.7,53.9,4.5,2,,2018-08-31T06:21:43,2018-08-31T19:29:51,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-01,25.7,21.2,22.6,25.7,21.2,22.6,16.5,68.7,0,0,0,,0,0,,17.3,86.2,1025.9,83.1,16,183.9,15.8,7,,2018-09-01T06:22:42,2018-09-01T19:28:15,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-02,26.8,20.1,23.5,28.6,20.1,23.7,19.3,77.4,0,0,0,,0,0,25.9,14.7,188.7,1024.1,48.6,16,179,15.6,7,,2018-09-02T06:23:41,2018-09-02T19:26:38,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-03,32.3,24.5,27.7,36.6,24.5,30.2,22.8,75.2,0,0,0,,0,0,31.7,9.4,228,1023.4,36.6,16,239,20.6,8,,2018-09-03T06:24:40,2018-09-03T19:25:00,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-04,32.4,25.2,29,35.2,25.2,31,20.8,62,0,0,0,,0,0,,9,347.9,1022.7,16.2,16,214.3,18.6,8,,2018-09-04T06:25:38,2018-09-04T19:23:22,0.83,Clear,Clear conditions throughout the day.,clear-day,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-05,31.4,25.1,27.7,35.6,25.1,29.9,22.2,72.3,0,0,0,,0,0,38.9,17.7,145.2,1022.7,15,16,218.9,18.8,8,,2018-09-05T06:26:37,2018-09-05T19:21:43,0.88,Clear,Clear conditions throughout the day.,clear-day,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-06,33.7,23.2,27.8,39,23.2,29.7,22.9,76.2,8.21,100,8.33,rain,0,0,50.8,21.7,218.2,1019.9,35.4,13.7,208.7,18,7,,2018-09-06T06:27:36,2018-09-06T19:20:04,0.93,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-07,24,20.9,23.1,24,20.9,23.1,20,82.6,0,0,0,,0,0,29.5,18.7,48.7,1020.3,86.3,15.7,58.4,5,2,,2018-09-07T06:28:34,2018-09-07T19:18:25,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-08,21.7,16.7,19.8,21.7,16.7,19.8,14.3,71.4,0.56,100,8.33,rain,0,0,31.7,17.5,28.6,1019.8,77.7,16,66.6,5.9,3,,2018-09-08T06:29:33,2018-09-08T19:16:45,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-09,16.8,13.1,15,16.8,13.1,15,11.9,82.5,9.88,100,70.83,rain,0,0,38.9,23.8,46.2,1022.8,98.6,14.5,34,2.9,1,,2018-09-09T06:30:32,2018-09-09T19:15:05,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-10,17.9,12.5,15.4,17.9,12.5,15.4,14.3,93.4,24.52,100,100,rain,0,0,42.5,18.5,58,1022.1,100,9.9,42.5,3.7,2,,2018-09-10T06:31:30,2018-09-10T19:13:25,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-11,23.5,16.8,20,23.5,16.8,20,18.7,92.2,1.24,100,25,rain,0,0,,13.4,25.4,1020,97.2,7.7,84.1,7.1,3,,2018-09-11T06:32:29,2018-09-11T19:11:44,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-12,24.5,22.2,23.1,24.5,22.2,23.1,21.8,92.6,3.7,100,29.17,rain,0,0,,14.6,48,1022.8,97.3,8.5,61.6,5.2,3,,2018-09-12T06:33:28,2018-09-12T19:10:03,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-13,23.9,20.8,22.2,23.9,20.8,22.2,20.2,88.5,3.22,100,16.67,rain,0,0,,20.2,59.6,1024.3,99.8,14.3,69.9,6.2,4,,2018-09-13T06:34:27,2018-09-13T19:08:22,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-14,23.8,20.8,22,23.8,20.8,22,18.9,82.8,0,0,0,,0,0,,21.4,64.8,1023.6,100,15.2,56.8,4.9,3,,2018-09-14T06:35:25,2018-09-14T19:06:41,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-15,26.3,19.5,22.4,26.3,19.5,22.4,18.3,78.2,0,0,0,,0,0,,14.6,111.5,1022.4,38.5,15.9,132,11.4,5,,2018-09-15T06:36:24,2018-09-15T19:04:59,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-16,28.4,20,23.6,29.6,20,23.9,18.2,72.6,0,0,0,,0,0,27.7,16.5,168.9,1022.4,9.4,15.9,221.5,19,8,,2018-09-16T06:37:23,2018-09-16T19:03:18,0.23,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-17,25.2,20.7,23.2,25.2,20.7,23.2,20,82.5,0.12,100,8.33,rain,0,0,27.7,20.9,168.4,1019,65.6,15.9,97.1,8.6,5,,2018-09-17T06:38:22,2018-09-17T19:01:36,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-18,26.4,21.4,23.6,26.4,21.4,23.6,22,90.7,31.76,100,41.67,rain,0,0,38.9,22.1,269.8,1008.5,80.8,13.6,48.7,4.2,3,,2018-09-18T06:39:21,2018-09-18T18:59:54,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-19,26.8,20.7,23.3,27.5,20.7,23.4,18.8,76.8,0.14,100,4.17,rain,0,0,32.3,15.3,31.2,1012.1,37.4,16,191.8,16.6,7,,2018-09-19T06:40:20,2018-09-19T18:58:13,0.37,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-20,21.7,18.4,19.9,21.7,18.4,19.9,15.2,74.7,0,0,0,,0,0,,10.4,70.2,1022.1,97.5,16,111.1,9.5,4,,2018-09-20T06:41:19,2018-09-20T18:56:31,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,C9476,KLGA,KNYC,F1417,72503014732"
10025,2018-09-21,22.4,19.6,20.9,22.4,19.6,20.9,16.7,76.7,0,0,0,,0,0,46.4,27.1,174,1021.4,100,16,55.3,4.8,2,,2018-09-21T06:42:19,2018-09-21T18:54:49,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-22,23,17.3,21,23,17.3,21,13.6,63.5,0,0,0,,0,0,44.6,19.1,330.1,1018.6,27.4,16,172.3,14.9,9,,2018-09-22T06:43:18,2018-09-22T18:53:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,C9476,KLGA,KNYC,F1417,72503014732"
10025,2018-09-23,18.5,15.8,17.3,18.5,15.8,17.3,11.5,68.7,0,0,0,,0,0,,10.7,34.2,1023.8,77.1,16,50.6,4,3,,2018-09-23T06:44:18,2018-09-23T18:51:26,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,C9476,KLGA,KNYC,F1417,72503014732"
10025,2018-09-24,20.2,14,17.1,20.2,14,17.1,11.9,71.6,0,0,0,,0,0,38.2,25.6,63.3,1030.1,67.3,16,135.9,11.6,7,,2018-09-24T06:45:18,2018-09-24T18:49:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,C9476,KLGA,KNYC,F1417,72503014732"
10025,2018-09-25,22.8,15,18.8,22.8,15,18.8,17,89.9,49.84,100,79.17,rain,0,0,51.1,30.5,78.7,1025.6,96.8,9,19.5,1.6,1,,2018-09-25T06:46:17,2018-09-25T18:48:03,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-26,27.5,21.7,24.1,30.2,21.7,24.4,22.1,89.3,5.29,100,37.5,rain,0,0,38.9,18.6,217.4,1014.9,83.8,12.6,105.1,9.2,5,,2018-09-26T06:47:18,2018-09-26T18:46:22,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-27,21.9,16.3,19.5,21.9,16.3,19.5,12.7,65.3,0.07,100,8.33,rain,0,0,35.3,15.2,18.5,1018.5,53.5,15.6,172,14.8,7,,2018-09-27T06:48:18,2018-09-27T18:44:41,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-28,19.4,13.5,16.1,19.4,13.5,16.1,13.4,84.7,19.79,100,33.33,rain,0,0,37.1,19.8,42.7,1017.3,80,12.8,58.8,5.1,3,,2018-09-28T06:49:18,2018-09-28T18:43:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D9152,72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-29,21.9,14.3,17.9,21.9,14.3,17.9,12.3,71.5,0,0,0,,0,0,,12.3,311.4,1021.9,24.2,16,188.5,16.2,7,,2018-09-29T06:50:19,2018-09-29T18:41:19,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-09-30,20.7,12.4,17.1,20.7,12.4,17.1,10.6,66.3,0,0,0,,0,0,31.7,12.5,35.3,1026.4,5.2,16,195.5,16.8,7,,2018-09-30T06:51:20,2018-09-30T18:39:39,0.65,Clear,Clear conditions throughout the day.,clear-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-01,24.5,17.8,20.9,24.5,17.8,20.9,17,78.7,0,0,0,,0,0,31.7,13,219.2,1024.9,63.6,16,91.5,8.1,5,,2018-10-01T06:52:21,2018-10-01T18:37:59,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-02,25.2,19,22.3,25.2,19,22.3,18.7,81,4.21,100,4.17,rain,0,0,31.7,21.7,184.7,1020.1,76,14.2,133.7,11.7,7,,2018-10-02T06:53:22,2018-10-02T18:36:19,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-03,23.2,18,20.1,23.2,18,20.1,15.9,78,13.05,100,12.5,rain,0,0,33.5,17.9,294.2,1017,34.2,15.5,181.6,15.6,7,,2018-10-03T06:54:24,2018-10-03T18:34:40,0.82,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-04,24.4,16.3,20.6,24.4,16.3,20.6,17.7,84,0.99,100,4.17,rain,0,0,31.7,8.1,318.8,1015.9,46.8,14.7,119.2,10.1,6,,2018-10-04T06:55:25,2018-10-04T18:33:01,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-05,22.3,15.7,18.6,22.3,15.7,18.6,13,70.5,0,0,0,,0,0,42.5,18.1,26.9,1019.7,52.6,16,147.2,12.7,6,,2018-10-05T06:56:27,2018-10-05T18:31:23,0.92,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-06,19.5,17.3,18.2,19.5,17.3,18.2,15.6,85,0,0,0,,0,0,27.7,11.7,135.8,1022.3,100,13.8,30.1,2.5,1,,2018-10-06T06:57:30,2018-10-06T18:29:45,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-07,25.9,19.5,22.7,25.9,19.5,22.7,19.7,83.8,0,0,0,,0,0,,10,236.4,1021.9,75.2,14,81.3,7.1,4,,2018-10-07T06:58:32,2018-10-07T18:28:08,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-08,22.8,17.9,19.5,22.8,17.9,19.5,17.6,88.9,0.02,100,4.17,rain,0,0,31.7,13.5,71.2,1028.6,99.2,12.2,19.1,1.5,1,,2018-10-08T06:59:35,2018-10-08T18:26:31,1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-09,24.5,18.8,21.7,24.5,18.8,21.7,19.3,86.4,0.02,100,4.17,rain,0,0,,7.3,274.9,1026.3,86.3,13.1,65.3,5.7,3,,2018-10-09T07:00:38,2018-10-09T18:24:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-10,26.4,21.6,23.2,26.4,21.6,23.2,20.5,85.1,0,0,0,,0,0,38.9,19.1,202.7,1018.6,56.8,15,130,11,5,,2018-10-10T07:01:42,2018-10-10T18:23:19,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-11,24.7,21.3,22.7,24.7,21.3,22.7,21.1,90.9,19.74,100,33.33,rain,0,0,47.9,20.5,208.5,1006.5,89.7,13.6,43.3,3.8,2,,2018-10-11T07:02:45,2018-10-11T18:21:44,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
10025,2018-10-12,21.3,11.7,15.5,21.3,11.7,15.5,8.7,66.1,11.93,100,29.17,rain,0,0,52.4,33.8,325.1,1003.2,53.2,14.7,181,15.5,7,,2018-10-12T07:03:49,2018-10-12T18:20:10,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72502594741,72505394728,KTEB,KLGA,KNYC,F1417,72503014732"
